EventType	Survey Type	VIN First9	VIN Last8	ModelYear	BodyModelCode	CorpVehicleDescription	Family Code	CustomerID	SurveyStatus	PurchaseDate	BuildDate	SampleDate	ReceiptDate	ZoneCode (BC)	SALES DISTRICT	SalesGroupSize	Brand	DealerCode	MarketCode	PlantCode	G_Date	RepairNumber	RepairDate	SERVICE DISTRICT 	SalesPerson_SID	FinancePerson_SID	SalesManager_SID	ServiceAdvisor_SID	Technician_SID	QGENDER	QAGE	QMARITAL	QINCOME	QArea	QEducation	AR_QSalesAdvocacy	AR_QBrandAdvocacy	AR_QAvailableVehs	AR_QAppearance	AR_QComfort	AR_QFacility	AR_QFollowThrough	AR_QVehKnowledge	AR_QMeetNeeds	AR_QCourteous	AR_QResponsive	AR_QHonest	AR_QTabletDevice	AR_QTabletUse_VehNeeds	AR_QTabletUse_VehFeatures	AR_QTabletUse_CapturePersonalInfo	AR_QTabletUse_PricingPayment	AR_QTabletUse_Other	AR_QTabletUse_NoRecall	AR_QTabletUse_VerbOther	AR_QTestDrive	AR_QTestDriveReason	AR_QTestDriveReason_VerbOther	AR_QSalesCons	AR_QAgreementEase	AR_QClarity	AR_QTimeFinalPaperwork	AR_QFairness	AR_QProfessional	AR_QWorkingOutDeal	AR_QPressure	AR_QExplainVehFeatures	AR_QHandoff	AR_QTimeFinalDelivery	AR_QVehCondition	AR_QConvenience	AR_QBluetooth	AR_QVehCommunication	AR_QFeatureSetup	AR_QDelivery	AR_QVehConditionDesc_Dings	AR_QVehConditionDesc_Dirty	AR_QVehConditionDesc_MissingFeature	AR_QVehConditionDesc_NoIssues	AR_QVehConditionDesc_Other	AR_QVehConditionDesc_VerbOther	AR_QSalesExperience	AR_DealerSat_Verbatim	AR_DealerSat_Verbatim_Codes_Array	AR_DealerSat_Verbatim_Codes_01	AR_DealerSat_Verbatim_Codes_02	AR_DealerSat_Verbatim_Codes_03	AR_QModelSat	AR_ModelSat_Verbatim	AR_ModelSat_Verbatim_Codes_Array	AR_ModelSat_Verbatim_Codes_01	AR_ModelSat_Verbatim_Codes_02	AR_ModelSat_Verbatim_Codes_03	AR_QServAdvocacy	AR_QTypeWork ExpressLane	AR_QTypeWork NotExpressLane	AR_QTypeWork Warranty	AR_QTypeWork NonWarranty	AR_QTypeWork Recall	AR_QTypeWork Collision_BodyRepair	AR_QTypeWork Other(specify)	AR_QTypeWork_VerbOther	AR_QFFV	AR_QFFVReasons_Busy	AR_QFFVReasons_MoreWork	AR_QFFVReasons_NotFind	AR_QFFVReasons_BrokeAgain	AR_QFFVReasons_PartsNA	AR_QFFVReasons_NotFixed	AR_QFFVReasons_NewProb	AR_QFFVReasons_NotWarr	AR_QFFVReasons_NoAppt	AR_QFFVReasons_Other	AR_QFFVReasons_DontKnow	AR_QFFVReasons_VerbOther	AR_FFVFix_Maint	AR_FFVFix_WarningIndic	AR_FFVFix_Engine	AR_FFVFix_NoStart	AR_FFVFix_Xmissn	AR_FFVFix_Brakes	AR_FFVFix_SteerSuspn	AR_FFVFix_TiresWheels	AR_FFVFix_Exterior	AR_FFVFix_WaterWind	AR_FFVFix_Interior	AR_FFVFix_SqueakRattleVibr	AR_FFVFix_NavAudioEnter	AR_FFVFix_Electrical	AR_FFVFix_HeatingAC	AR_FFVFix_SunroofTop	AR_FFVFix_Doors	AR_FFVFix_Recall	AR_FFVFix_Seats	AR_FFVFix_Access	AR_FFVFix_Other	AR_FFVFix_VerbOther	AR_QTimeComplete	AR_Q_ThoroughWork	AR_QCondition	AR_QKnowledge	AR_QCourtesy	AR_QResponsiveness	AR_QThoroughExplain	AR_QFocused	AR_QAdvice	AR_QVehInspect	AR_StatusUpdate	AR_CostEstimate	AR_Q_SERV_ADV	AR_QEaseSched	AR_QHowSched	AR_QDayWait	AR_QDaySat	AR_QTimelinessDropoff	AR_QFacilityComfort	AR_QFacilityEase	AR_QCleanFacility	AR_QTabletPurpose_CapturePersonalInfo	AR_QTabletPurpose_ServiceHistory	AR_QTabletPurpose_Odometer	AR_QTabletPurpose_WorkToComplete	AR_QTabletPurpose_IssueDetails	AR_QTabletPurpose_CostEstimate	AR_QTabletPurpose_Other	AR_QTabletPurpose_NoRecall	AR_QTabletPurpose_VerbOther	AR_QTransOffer	AR_QTransType	AR_QVehReady	AR_QAccuracyCost	AR_QExplainCharges	AR_QWorkPerformed	AR_QPickup	AR_QFairCharges	AR_QHelpful	AR_QServiceExperience	AR_DealerSuggestionVerbatim	AR_DealerSuggestionVerbatim_Codes_Array	AR_DealerSuggestionVerbatim_Codes_01	AR_DealerSuggestionVerbatim_Codes_02	AR_DealerSuggestionVerbatim_Codes_03	CL_ContactYou	CL_Resolved	CL_Advocacy	CL_Delivery	CL_SlsConsult	CL_SER_ADV	CL_Comment	CL_Comment_Category_Codes_Array	CL_Comment_Category_Codes_01	CL_Comment_Category_Codes_02	CL_Comment_Category_Codes_03	Original_DlrAdvocacy	Original_Delivery	Original_SlsConsultant	Original_Serv_Advisor	CL_InviteDate	CL_ReturnDate	CL_Status	UniqueID	Original_ReportMonth	VehicleSaleType	LanguageCode	RPT_MONTH
008	Additional Customer Pay Event	ZASFAKBN8	J7B84860	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737330871	001	20180217	00000000	20180418	20180419203018	35	O	A	A	69049	U    	7         	0000-00-00	531735    	2018-04-17	M         	          	          	          	S45619A   	          	1	1950	02	7	2	7	99	10	99	99	99	99	9	99	99	99	99	99	1	00	00	00	00	00	00	 	9		 	99	99	99	99	99	99	99	0	99	9	99	99	9	9	9	9	99	00	00	00	00	00	 	99	well-stocked, comfortable customer lounge efficient and expeditious vehicle drop-off and retrieval quality loaner provided in less than 15 minutes following drop-off friendly, attentive.courteous service provided by Scott Rivenbark- the consummate professional. He is truly  a credit to your organization. Outstanding experience considering I needed to get back on the road with limited down -time to make hospital rounds	1002,1004,1006,1014,3002,3004,3011,3102,8002	1002	1004	1006	10	styling, performance, quiet smooth ride, interior appointments, surprisingly good MPG	3001,8002	3001	8002	0000	99								flat tire flat tire	1	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	01	00	99	99	99	99	99	00	00	00	04	05	00	00	00	 	1	1	1	 	 	 	 	 	 	10	best service experience ever, and this is my third Heritage vehicle (BMW  X4, Chevy Volt, Stelvio}	2106	2106	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	 				 	 	AXFX	59569226	201804    	L	en	201804    
001	Sales	ZARFAEDN1	J7574356	2018	GAGL41	GIULIA AWD                     AWD	GA	038961806	001	20180416	20171006	20180419	20180422191407	32	2	A	A	69342	U    	7         	2017-10-06	          	          	J         	S53069P   	S59720Q   	S92649P   	          	          	1	1946	01	3	2	2	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	2	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Salesman	 	0000	0000	0000	10	Everything	7001	7001	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59571300	201804    	1	en	201804    
001	Sales	ZARFAECN6	H7536861	2017	GAFT41	GIULIA TI RWD                  RWD	GA	066611395	001	20180406	20170120	20180419	20180421122853	71	D	C	A	69146	U    	7         	2017-01-20	          	          	Y         	S97321N   	S08323L   	S96624M   	          	          	2	1949	02	3	2	5	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	01	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Salesman Rodrigo provided outstanding service-through no fault of his Finance department provided incorrect information delaying deliver of car by one week-Sales staff of Rodrigo / Rick saved the deal-I'm glad they did as we love the car-	1302,1304,3005,3011,5102	1302	1304	3005	10	Salesman Rodrigo worked very hard to get us the best deal possible-I absolutely love the 0% interest aside from liking the car the no interest is why I bought it	5002,5103	5002	5103	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	As indicated Finance Dept. gave incorrect information--We should not have had to have each signature motorized-when contract was returned it was my error that I missed a place that needed to be signed however I called to check and see everything was OK was told it was-followed the phone call with an email again advised all was OK 5:00 Friday was notified a signature was missing when plans had been made to pick the car up on Sat. morning-this delayed the deliver by one solid week-	1104,1107,1302,3008,3011,5102	1104	1107	1302	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59571398	201804    	1	en	201804    
001	Sales	ZARFAECN9	J7577488	2018	GAFT41	GIULIA TI RWD                  RWD	GA	176774089	001	20180418	20171031	20180419	20180425124541	35	U	A	A	69264	U    	7         	2017-10-31	          	          	A         	S97818O   	          	S99606O   	          	          	1	1956	02	3	3	5	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	The staff was very helpful throughout the process.  My wife and I were made to feel like true VIPs.  The Alfa-themed gifts were a very nice touch.  The sales manager even assisted us with our dinner reservations and programmed the destination into our new Giulia's navigation system.	1008,1304,8002	1008	1304	8002	10	As an owner of several vintage Alfas, I was excited about Alfa's return to the US market.  The Giulia seems to be a home run, with beautiful styling inside & out, great performance with remarkable economy, and terrific handling.  So far, everything works as it should.	8002	8002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59571908	201804    	L	en	201804    
001	Sales	ZARFAEEN0	J7565212	2018	GAGT41	GIULIA TI AWD                  AWD	GA	230936244	001	20180418	20170718	20180419	20180419150609	32	2	A	A	69263	U    	7         	2017-07-18	          	          	F         	S88459D   	S88459D   	S02458P   	          	          	1	1939	02	10	2	7	10	09	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	08	10	10	10	10	09	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	They are all knowledgeable and very polite. To them the customer comes first.	1004,1009	1004	1009	0000	09	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	no	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59572215	201804    	1	en	201804    
001	Sales	ZARFAEEN5	J7582507	2018	GAGT41	GIULIA TI AWD                  AWD	GA	734605471	001	20180418	20171219	20180419	20180419165534	32	2	A	A	69336	U    	7         	2017-12-19	          	          	H         	S79191Q   	          	S14460Q   	          	          	2	1990	01	1	 	5	10	99	10	10	10	10	9	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	00	00	 	99	 	 	0000	0000	0000	99	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59573160	201804    	L	en	201804    
001	Sales	ZARFAECN4	J7578404	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737835159	001	20180407	20171108	20180419	20180419161301	71	D	D	A	69238	U    	7         	2017-11-08	          	          	Y         	S76482O   	S34770O   	S34770O   	          	          	1	1989	03	2	3	4	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Easy process. Worked with me to get good deal. Very pleased love Alfa Romeo. Baxter was a great salesman. Really like the guy.	5001,5002	5001	5002	0000	10	Cleanliness, fun, easy	2002	2002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Make the cars cheaper and price of upgrade parts (red stop/start button cheaper. From $300 to $60 as it is posted on the madness car body shop in Los Angeles) https://shopeurocompulsion.net/products/genuine-alfa-romeo-stop-start-button-alfa-romeo-giulia https://madnessautoworks.com/2018-Alfa%20Romeo-Giulia/start-shopping-cid1/interior-upgrades-cid4/alfa-romeo-giulia-start-stop-button-genuine-part-red-pid7431	1201,5002,8002	1201	5002	8002	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59573312	201804    	L	en	201804    
001	Sales	ZARFAEBN9	J7563656	2018	GAFL41	GIULIA RWD                     RWD	GA	737920534	001	20180416	20170706	20180419	20180419182107	63	L	C	A	69028	U    	7         	2017-07-06	          	          	I         	S24424P   	S09463N   	S09463N   	          	          	1	1979	02	4	2	4	10	09	10	09	09	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	09	10	09	05	10	08	1	09	1	09	09	1	1	1	1	09	00	00	00	04	00	 	09	 	 	0000	0000	0000	09	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	09	10		 	 	AXFX	59573546	201804    	L	en	201804    
001	Sales	ZASFAKBN4	J7C02674	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737933401	001	20180417	20171117	20180419	20180419152227	63	A	B	A	69350	U    	7         	2017-11-17	          	          	C         	S63822Q   	          	S38509P   	          	          	2	1990	02	1	3	3	10	10	10	10	10	10	1	10	10	10	10	10	1	01	02	00	04	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	They were and went above and beyond	1008	1008	0000	0000	10	The car it self salesman and managers deal the whole 9 yards	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	N/a	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59574083	201804    	L	en	201804    
001	Sales	ZARFAEEN0	J7579210	2018	GAGT41	GIULIA TI AWD                  AWD	GA	737933637	001	20180418	20171116	20180419	20180420090836	42	B	B	A	69008	U    	7         	2017-11-16	          	          	B         	S64356D   	S80333M   	S80333M   	          	          	1	1952	02	3	2	7	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	The sales person, Danny Katzenstein, knew the vehicle very well. I can not say the same for when I previously leased a Mercedes c300. The over all experience of working with Danny was excellent. He went over all of the features of the vehicle and went out of his way to make sure it was pleasant experience.	1003,1008,1009,1105,1304,2106,5104	1003	1008	1009	10	The car is fun to drive, I've wanted an Alfa for years. I was under miles on my Mercedes and had 3 months on left on my lease, I didn't care, I wanted an Alfa. Sergio  Marchionne did a great job bringing this car back to the USA. I'm glad they are back into Formula 1. I have owned Porsches, BMWs and Mercedes. I like a car that is fun to drive. Alfa delivers. I have the lusso, nothing beats Italian design!	2002,2106,5104	2002	2106	5104	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No, everything was great	7001	7001	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59574123	201804    	L	en	201804    
001	Sales	ZASFAKNN3	J7B92733	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737933720	001	20180417	20170928	20180419	20180419152614	32	1	B	A	69048	U    	7         	2017-09-28	          	          	J         	S20114N   	          	S47946F   	          	          	1	1990	01	2	3	4	10	10	07	07	07	07	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	08	06	07	07	08	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Sales rep	1304	1304	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Better deals	5002	5002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59574141	201804    	L	en	201804    
001	Sales	ZARFAEDN1	J7574969	2018	GAGL41	GIULIA AWD                     AWD	GA	737934124	001	20180414	20171011	20180419	20180419151908	32	2	A	A	69342	U    	7         	2017-10-11	          	          	J         	S24142Q   	S59720Q   	S92649P   	          	          	2	1980	02	7	3	5	10	07	06	09	05	07	1	07	07	09	10	10	2	00	00	00	00	00	00	 	1		 	08	05	08	04	07	08	06	1	08	2	08	05	1	1	1	1	07	00	00	00	00	00	Tire pressure was wrong and inconsistent. Gas tank not full.	08	Wonderful customer service, prompt response and attention.	1002,1108	1002	1108	0000	07	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Faster process. We spent at least 6 hours at the dealership.	3011	3011	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	07	08		 	 	AXFX	59574221	201804    	L	en	201804    
001	Sales	ZASFAKNN8	J7C03788	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737935044	001	20180417	20171128	20180419	20180423170811	70	M	B	A	69170	U    	7         	2017-11-28	          	          	J         	S22389P   	S27311N   	S47160N   	          	          	2	1987	02	2	2	4	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	I was extremely  pleased with my overall experience at the dealership from my salesman, Misael Flash Rodriguez, to the buying and closing process of my new 2018 Stelvio!! I am also pleased that Misael followed up with me after!	1106	1106	0000	0000	10	I am extremely impressed with my vehicle! It drives smoothly and I love the technology features! I also love the look and color!	8002	8002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No!	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59574391	201804    	L	en	201804    
001	Sales	ZARFAECN1	J7583186	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737935711	001	20180415	20180116	20180419	20180419192826	71	D	D	A	69154	U    	7         	2018-01-16	          	          	Y         	S97006Q   	S75819N   	S75819N   	          	          	2	1983	01	7	3	7	10	10	07	07	07	05	1	10	10	10	10	10	1	00	00	00	00	05	00	To browse vehicle inventory and options with me	1		 	10	10	10	10	08	10	10	1	09	2	10	09	1	1	1	2	09	00	00	00	04	00	 	10	I was incredibly pleased to work with Jorge Bernal as my sales consultant. He was likeable, patient, honest, and committed to ensuring I was happy with the car I got and the experience I had. I spent many hours with him over the course of 3 consecutive days, test drove multiple cars, and negotiated multiple times. He never made me feel pressure. When we landed on a car and moved through the deal process, only for me to realize the car didn't have a sunroof, he (along with Sales Manager Alex) quickly helped me find another vehicle to meet my needs and went through the negotiation process once again. He stayed with me, tirelessly, and didn't show frustration. I leave the whole process feeling like I now know Jorge well, and that I can trust him (at least as much as one can trust a car salesman!) Thank you Jorge.	1002,1008,1011,1012,1018,1304,2004,3010,3011,5001,8002	1002	1008	1011	09	I am really enjoying the car. Immediately I noticed the handling is sharper than my prior car (an Audi A3) and the interior features are more sporty and luxurious. I particularly like the leather, the AC ventilation (doesn't feel like it's blowing on me), and the quality of the bluetooth phone connection.	2002,2106,8002	2002	2106	8002	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	09	10		 	 	AXFX	59574495	201804    	L	en	201804    
001	Sales	ZARFAEBN6	H7556805	2017	GAFL41	GIULIA RWD                     RWD	GA	737936384	001	20180417	20170525	20180419	20180419153642	71	1	B	A	69219	U    	7         	2017-05-25	          	          	H         	S41686P   	S68481P   	S68481P   	          	          	1	1967	02	4	1	7	10	10	10	08	08	08	1	05	06	08	08	08	3	00	00	00	00	00	00	 	1		 	07	08	07	08	08	08	08	1	05	1	08	08	1	2	2	2	07	00	00	00	00	00	Tire pressure not checked. Needed inflation.	08	Friendliness, no pressure, stayed late to accommodate us.	1006,1008,1012	1006	1008	1012	09	Love everything except brake feel.	0370	0370	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Better product knowledge of vehicle.	1009	1009	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	07	07		 	 	AXFX	59574628	201804    	L	en	201804    
001	Sales	ZARFAEDNX	H7551555	2017	GAGL41	GIULIA AWD                     AWD	GA	737936646	001	20180416	20170426	20180419	20180420091317	74	A	A	A	69322	U    	7         	2017-04-26	          	          	A         	S96746Q   	          	S63437P   	          	          	1	 	01	 	3	5	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	08	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	59574681	201804    	L	en	201804    
008	Additional Customer Pay Event	ZARFAEBN5	H7530454	2017	GAFL41	GIULIA RWD                     RWD	GA	037523615	001	20170401	00000000	20180419	20180422084011	66	P	E	A	45552	U    	7         	0000-00-00	430293    	2018-04-18	P         	          	          	          	S60047F   	S74546P   	1	1962	02	10	3	8	99	10	99	99	99	99	9	99	99	99	99	99	1	00	00	00	00	00	00	 	9		 	99	99	99	99	99	99	99	0	99	9	99	99	9	9	9	9	99	00	00	00	00	00	 	99	 	 	0000	0000	0000	10	 	 	0000	0000	0000	10								 	1	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	10	10	10	10	10	10	10	1	1	1	1	1	10	99	03	 	99	10	10	10	10	01	02	03	04	05	06	00	00	 	5	 	1	9	9	9	10	99	10	10	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10			10	 	 	AXFX	59601595	201804    	1	en	201804    
009	Additional Warranty Event	ZARFAEBN9	H7531798	2017	GAFL41	GIULIA RWD                     RWD	GA	734332306	001	20170324	00000000	20180419	20180423155843	66	1	A	A	69244	U    	7         	0000-00-00	764485    	2018-04-17	A         	          	          	          	S94767P   	S06894M   	1	1974	02	5	3	7	99	09	99	99	99	99	9	99	99	99	99	99	1	00	00	00	00	00	00	 	9		 	99	99	99	99	99	99	99	0	99	9	99	99	9	9	9	9	99	00	00	00	00	00	 	99	 	 	0000	0000	0000	09	 	 	0000	0000	0000	09								 	1	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	10	10	10	10	10	10	10	1	1	1	1	1	10	10	01	04	10	10	10	10	10	00	00	00	00	00	00	00	08	 	6	 	1	9	9	9	10	10	10	10	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09			10	 	 	AXFX	59601603	201804    	L	en	201804    
